PROVINCIA,LOCALIDAD,CENTRO,RÉGIMEN,GRADO,FAMILIA,CICLO,TURNO,
VALÈNCIA,ADEMUZ,IES DE ADEMUZ,Público,MEDIO,SANIDAD,CUIDADOS AUXILIARES DE ENFERMERÍA,Diurno,1
VALÈNCIA,AIELO DE MALFERIT,IES PORÇONS,Público,BÁSICO,INFORMÁTICA Y COMUNICACIONES,INFORMÁTICA DE OFICINA (LFP),Diurno,1
VALÈNCIA,AIELO DE MALFERIT,IES PORÇONS,Público,MEDIO,INFORMÁTICA Y COMUNICACIONES,SISTEMAS MICROINFORMÁTICOS Y REDES (LFP),Diurno,1
VALÈNCIA,AIELO DE MALFERIT,IES PORÇONS,Público,MEDIO,SERVICIOS SOCIOCULTURALES Y A LA COMUNIDAD, ATENCIÓN A PERSONAS EN SITUACIÓN DE DEPENDENCIA (LFP),Diurno,1
VALÈNCIA,AIELO DE MALFERIT,IES PORÇONS,Público,SUPERIOR,INFORMÁTICA Y COMUNICACIONES,ADMINISTRACIÓN DE SISTEMAS INFORMÁTICOS EN RED (LFP),Diurno,1
VALÈNCIA,ALAQUÀS,IES CLARA CAMPOAMOR,Público,BÁSICO,COMERCIO Y MARKETING,SERVICIOS COMERCIALES (LFP),Diurno,1
VALÈNCIA,ALAQUÀS,IES CLARA CAMPOAMOR,Público,MEDIO,COMERCIO Y MARKETING,ACTIVIDADES COMERCIALES (LFP),Diurno,1
VALÈNCIA,ALAQUÀS,IES CLARA CAMPOAMOR,Público,MEDIO,COMERCIO Y MARKETING,COMERCIALIZACIÓN DE PRODUCTOS ALIMENTARIOS (LFP),Diurno,1
VALÈNCIA,ALAQUÀS,IES CLARA CAMPOAMOR,Público,SUPERIOR,COMERCIO Y MARKETING,COMERCIO INTERNACIONAL (LFP),Diurno,1
VALÈNCIA,ALAQUÀS,IES CLARA CAMPOAMOR,Público,SUPERIOR,COMERCIO Y MARKETING,GESTIÓN DE VENTAS Y ESPACIOS COMERCIALES (LFP),Diurno,1
VALÈNCIA,ALAQUÀS,IES CLARA CAMPOAMOR,Público,SUPERIOR,COMERCIO Y MARKETING,MARKETING Y PUBLICIDAD (LFP),Diurno,1
VALÈNCIA,ALAQUÀS,IES CLARA CAMPOAMOR,Público,SUPERIOR,COMERCIO Y MARKETING,TRANSPORTE Y LOGÍSTICA (LFP),Diurno,1
VALÈNCIA,ALAQUÀS,IES CLARA CAMPOAMOR,Público,SUPERIOR,SEGURIDAD Y MEDIO AMBIENTE,EDUCACIÓN Y CONTROL AMBIENTAL (LFP),Diurno,1
VALÈNCIA,ALAQUÀS,IES DOCTOR FAUSTÍ BARBERÁ,Público,BÁSICO,ADMINISTRACIÓN Y GESTIÓN,SERVICIOS ADMINISTRATIVOS (LFP),Diurno,1
VALÈNCIA,ALAQUÀS,IES DOCTOR FAUSTÍ BARBERÁ,Público,MEDIO,INFORMÁTICA Y COMUNICACIONES,SISTEMAS MICROINFORMÁTICOS Y REDES (LFP),Diurno,1
VALÈNCIA,ALAQUÀS,IES DOCTOR FAUSTÍ BARBERÁ,Público,MEDIO,SERVICIOS SOCIOCULTURALES Y A LA COMUNIDAD, ATENCIÓN A PERSONAS EN SITUACIÓN DE DEPENDENCIA (LFP),Diurno,1
VALÈNCIA,ALAQUÀS,IES DOCTOR FAUSTÍ BARBERÁ,Público,SUPERIOR,INFORMÁTICA Y COMUNICACIONES,DESARROLLO DE APLICACIONES MULTIPLATAFORMA (LFP),Diurno,1
VALÈNCIA,ALAQUÀS,IES DOCTOR FAUSTÍ BARBERÁ,Público,SUPERIOR,SERVICIOS SOCIOCULTURALES Y A LA COMUNIDAD, EDUCACIÓN INFANTIL (LFP),Diurno,1
VALÈNCIA,ALBAIDA,IES JOSEP SEGRELLES,Público,BÁSICO,AGRARIA,AGRO-JARDINERIA Y COMPOSICIONES FLORALES (LFP),Diurno,1
VALÈNCIA,ALBAIDA,IES JOSEP SEGRELLES,Público,BÁSICO,IMAGEN PERSONAL,PELUQUERÍA Y ESTÉTICA (LFP),Diurno,1
VALÈNCIA,ALBAIDA,IES JOSEP SEGRELLES,Público,MEDIO,AGRARIA,PRODUCCIÓN AGROECOLÓGICA (LFP),Diurno,1
VALÈNCIA,ALBAIDA,IES JOSEP SEGRELLES,Público,MEDIO,IMAGEN PERSONAL,ESTÉTICA Y BELLEZA (LFP),Diurno,1
VALÈNCIA,ALBAIDA,IES JOSEP SEGRELLES,Público,MEDIO,IMAGEN PERSONAL,PELUQUERÍA Y COSMÉTICA CAPILAR (LFP),Diurno,1
VALÈNCIA,ALBAIDA,IES JOSEP SEGRELLES,Público,MEDIO,SERVICIOS SOCIOCULTURALES Y A LA COMUNIDAD, ATENCIÓN A PERSONAS EN SITUACIÓN DE DEPENDENCIA (LFP),Diurno,1
VALÈNCIA,ALBAIDA,IES JOSEP SEGRELLES,Público,SUPERIOR,AGRARIA,GESTIÓN FORESTAL Y DEL MEDIO NATURAL (LFP),Diurno,1
VALÈNCIA,ALBAIDA,IES JOSEP SEGRELLES,Público,SUPERIOR,IMAGEN PERSONAL,ESTILISMO Y DIRECCIÓN DE PELUQUERÍA (LFP),Diurno,1
VALÈNCIA,ALBAIDA,IES JOSEP SEGRELLES,Público,SUPERIOR,SERVICIOS SOCIOCULTURALES Y A LA COMUNIDAD, ANIMACIÓN SOCIOCULTURAL Y TURÍSTICA (LFP),Diurno,1
VALÈNCIA,ALBAIDA,IES JOSEP SEGRELLES,Público,SUPERIOR,SERVICIOS SOCIOCULTURALES Y A LA COMUNIDAD, EDUCACIÓN INFANTIL (LFP),Diurno,1
VALÈNCIA,ALBAIDA,IES JOSEP SEGRELLES,Público,SUPERIOR,SERVICIOS SOCIOCULTURALES Y A LA COMUNIDAD, INTEGRACIÓN SOCIAL (LFP),Diurno,1
VALÈNCIA,ALBAL,IES D'ALBAL,Público,MEDIO,ELECTRICIDAD Y ELECTRÓNICA,INSTALACIONES ELÉCTRICAS Y AUTOMÁTICAS (LFP),Diurno,1
VALÈNCIA,ALBAL,IES D'ALBAL,Público,SUPERIOR,ELECTRICIDAD Y ELECTRÓNICA,AUTOMATIZACIÓN Y ROBÓTICA INDUSTRIAL (LFP),Diurno,1
VALÈNCIA,ALBALAT DE LA RIBERA,IES SUCRO,Público,BÁSICO,ADMINISTRACIÓN Y GESTIÓN,SERVICIOS ADMINISTRATIVOS (LFP),Diurno,1
VALÈNCIA,ALBERIC,IES CONSUELO ARANDA,Público,BÁSICO,INFORMÁTICA Y COMUNICACIONES,INFORMÁTICA DE OFICINA (LFP),Diurno,1
VALÈNCIA,ALBERIC,IES CONSUELO ARANDA,Público,MEDIO,ADMINISTRACIÓN Y GESTIÓN,GESTIÓN ADMINISTRATIVA (LFP),Diurno,1
VALÈNCIA,ALBERIC,IES CONSUELO ARANDA,Público,MEDIO,INFORMÁTICA Y COMUNICACIONES,SISTEMAS MICROINFORMÁTICOS Y REDES (LFP),Diurno,1
VALÈNCIA,ALBERIC,IES CONSUELO ARANDA,Público,SUPERIOR,ADMINISTRACIÓN Y GESTIÓN,ADMINISTRACIÓN Y FINANZAS (LFP),Diurno,1
VALÈNCIA,ALBERIC,IES CONSUELO ARANDA,Público,SUPERIOR,INFORMÁTICA Y COMUNICACIONES,DESARROLLO DE APLICACIONES MULTIPLATAFORMA (LFP),Diurno,1
VALÈNCIA,ALBORAIA,IES LA PATACONA,Público,BÁSICO,ELECTRICIDAD Y ELECTRÓNICA,ELECTRICIDAD Y ELECTRÓNICA (LFP),Diurno,1
VALÈNCIA,ALBORAIA,IES LA PATACONA,Público,BÁSICO,IMAGEN PERSONAL,PELUQUERÍA Y ESTÉTICA (LFP),Diurno,1
VALÈNCIA,ALBORAIA,IES LA PATACONA,Público,MEDIO,ELECTRICIDAD Y ELECTRÓNICA,INSTALACIONES ELÉCTRICAS Y AUTOMÁTICAS (LFP),Diurno,1
VALÈNCIA,ALBORAIA,IES LA PATACONA,Público,MEDIO,IMAGEN PERSONAL,ESTÉTICA Y BELLEZA (LFP),Diurno,1
VALÈNCIA,ALBORAIA,IES LA PATACONA,Público,MEDIO,IMAGEN PERSONAL,PELUQUERÍA Y COSMÉTICA CAPILAR (LFP),Diurno,1
VALÈNCIA,ALBORAIA,IES LA PATACONA,Público,SUPERIOR,ELECTRICIDAD Y ELECTRÓNICA,SISTEMAS ELECTROTÉCNICOS Y AUTOMATIZADOS (LFP),Diurno,1
VALÈNCIA,ALBORAIA,IES LA PATACONA,Público,SUPERIOR,IMAGEN PERSONAL,CARACTERIZACIÓN Y MAQUILLAJE PROFESIONAL (LFP),Diurno,1
VALÈNCIA,ALCÀSSER,IES D'ALCÀSSER,Público,MEDIO,COMERCIO Y MARKETING,ACTIVIDADES COMERCIALES (LFP),Diurno,1
VALÈNCIA,ALCÀSSER,IES D'ALCÀSSER,Público,MEDIO,INFORMÁTICA Y COMUNICACIONES,SISTEMAS MICROINFORMÁTICOS Y REDES (LFP),Diurno,1
VALÈNCIA,ALCÚDIA (L'),IES ELS ÉVOLS,Público,BÁSICO,ADMINISTRACIÓN Y GESTIÓN,SERVICIOS ADMINISTRATIVOS (LFP),Diurno,1
VALÈNCIA,ALCÚDIA (L'),IES ELS ÉVOLS,Público,BÁSICO,FABRICACIÓN MECÁNICA,FABRICACIÓN Y MONTAJE (LFP),Diurno,1
VALÈNCIA,ALCÚDIA DE CRESPINS (L'),IES ISABEL-CLARA SIMÓ,Público,BÁSICO,IMAGEN PERSONAL,PELUQUERÍA Y ESTÉTICA (LFP),Diurno,1
VALÈNCIA,ALCÚDIA DE CRESPINS (L'),IES ISABEL-CLARA SIMÓ,Público,BÁSICO,INFORMÁTICA Y COMUNICACIONES,INFORMÁTICA DE OFICINA (LFP),Diurno,1
VALÈNCIA,ALCÚDIA DE CRESPINS (L'),IES ISABEL-CLARA SIMÓ,Público,MEDIO,IMAGEN PERSONAL,PELUQUERÍA Y COSMÉTICA CAPILAR (LFP),Diurno,1
VALÈNCIA,ALDAIA,IES CARLES SALVADOR,Público,BÁSICO,INFORMÁTICA Y COMUNICACIONES,INFORMÁTICA DE OFICINA (LFP),Diurno,1
VALÈNCIA,ALDAIA,IES CARLES SALVADOR,Público,MEDIO,ADMINISTRACIÓN Y GESTIÓN,GESTIÓN ADMINISTRATIVA (LFP),Diurno,1
VALÈNCIA,ALDAIA,IES CARLES SALVADOR,Público,MEDIO,SANIDAD,FARMACIA Y PARAFARMACIA (LFP),Diurno,1
VALÈNCIA,ALDAIA,IES CARLES SALVADOR,Público,SUPERIOR,ADMINISTRACIÓN Y GESTIÓN,ADMINISTRACIÓN Y FINANZAS (LFP),Diurno,1
VALÈNCIA,ALDAIA,IES CARLES SALVADOR,Público,SUPERIOR,SANIDAD,DOCUMENTACIÓN Y ADMINISTRACIÓN SANITARIA (LFP),Diurno,1
VALÈNCIA,ALDAIA,IES SALVADOR GADEA,Público,BÁSICO,INFORMÁTICA Y COMUNICACIONES,INFORMÁTICA DE OFICINA (LFP),Diurno,1
VALÈNCIA,ALDAIA,IES SALVADOR GADEA,Público,MEDIO,ELECTRICIDAD Y ELECTRÓNICA,INSTALACIONES ELÉCTRICAS Y AUTOMÁTICAS (LFP),Diurno,1
VALÈNCIA,ALDAIA,IES SALVADOR GADEA,Público,MEDIO,IMAGEN PERSONAL,ESTÉTICA Y BELLEZA (LFP),Diurno,2
VALÈNCIA,ALDAIA,IES SALVADOR GADEA,Público,MEDIO,IMAGEN PERSONAL,PELUQUERÍA Y COSMÉTICA CAPILAR (LFP),Diurno,2
VALÈNCIA,ALDAIA,IES SALVADOR GADEA,Público,MEDIO,IMAGEN PERSONAL,PELUQUERÍA Y COSMÉTICA CAPILAR (LFP),Semipresencial,1
VALÈNCIA,ALDAIA,IES SALVADOR GADEA,Público,MEDIO,INFORMÁTICA Y COMUNICACIONES,SISTEMAS MICROINFORMÁTICOS Y REDES (LFP),Diurno,2
VALÈNCIA,ALDAIA,IES SALVADOR GADEA,Público,SUPERIOR,ELECTRICIDAD Y ELECTRÓNICA,AUTOMATIZACIÓN Y ROBÓTICA INDUSTRIAL (LFP),Diurno,1
VALÈNCIA,ALDAIA,IES SALVADOR GADEA,Público,SUPERIOR,IMAGEN PERSONAL,ASESORÍA DE IMAGEN PERSONAL Y CORPORATIVA (LFP),Diurno,1
VALÈNCIA,ALDAIA,IES SALVADOR GADEA,Público,SUPERIOR,IMAGEN PERSONAL,ESTÉTICA INTEGRAL Y BIENESTAR (LFP),Diurno,1
VALÈNCIA,ALDAIA,IES SALVADOR GADEA,Público,SUPERIOR,IMAGEN PERSONAL,ESTILISMO Y DIRECCIÓN DE PELUQUERÍA (LFP),Diurno,1
VALÈNCIA,ALDAIA,IES SALVADOR GADEA,Público,SUPERIOR,IMAGEN PERSONAL,ESTILISMO Y DIRECCIÓN DE PELUQUERÍA (LFP),Semipresencial,1
VALÈNCIA,ALDAIA,IES SALVADOR GADEA,Público,SUPERIOR,INFORMÁTICA Y COMUNICACIONES,DESARROLLO DE APLICACIONES MULTIPLATAFORMA (LFP),Diurno,1
VALÈNCIA,ALDAIA,IES SALVADOR GADEA,Público,SUPERIOR,INFORMÁTICA Y COMUNICACIONES,DESARROLLO DE APLICACIONES WEB (LFP),Diurno,1
VALÈNCIA,ALFAFAR,IES 25 D'ABRIL,Público,BÁSICO,FABRICACIÓN MECÁNICA,FABRICACIÓN Y MONTAJE (LFP),Diurno,1
VALÈNCIA,ALFAFAR,IES 25 D'ABRIL,Público,MEDIO,COMERCIO Y MARKETING,ACTIVIDADES COMERCIALES (LFP),Diurno,1
VALÈNCIA,ALFAFAR,IES 25 D'ABRIL,Público,MEDIO,INSTALACIÓN Y MANTENIMIENTO,MANTENIMIENTO ELECTROMECÁNICO (LFP),Diurno,1
VALÈNCIA,ALFAFAR,IES 25 D'ABRIL,Público,SUPERIOR,COMERCIO Y MARKETING,MARKETING Y PUBLICIDAD (LFP),Diurno,1
VALÈNCIA,ALFAFAR,IES 25 D'ABRIL,Público,SUPERIOR,INSTALACIÓN Y MANTENIMIENTO,MECATRÓNICA INDUSTRIAL (LFP),Diurno,1
VALÈNCIA,ALGEMESÍ,IES BERNAT GUINOVART,Público,BÁSICO,ADMINISTRACIÓN Y GESTIÓN,SERVICIOS ADMINISTRATIVOS (LFP),Diurno,1
VALÈNCIA,ALGEMESÍ,IES BERNAT GUINOVART,Público,BÁSICO,AGRARIA,AGRO-JARDINERIA Y COMPOSICIONES FLORALES (LFP),Diurno,1
VALÈNCIA,ALGEMESÍ,IES BERNAT GUINOVART,Público,MEDIO,ADMINISTRACIÓN Y GESTIÓN,GESTIÓN ADMINISTRATIVA (LFP),Diurno,1
VALÈNCIA,ALGEMESÍ,IES BERNAT GUINOVART,Público,MEDIO,FABRICACIÓN MECÁNICA,MECANIZADO (LFP),Diurno,1
VALÈNCIA,ALGEMESÍ,IES BERNAT GUINOVART,Público,MEDIO,INSTALACIÓN Y MANTENIMIENTO,MANTENIMIENTO ELECTROMECÁNICO (LFP),Diurno,1
VALÈNCIA,ALGEMESÍ,IES BERNAT GUINOVART,Público,SUPERIOR,ADMINISTRACIÓN Y GESTIÓN,ADMINISTRACIÓN Y FINANZAS (LFP),Diurno,1
VALÈNCIA,ALGEMESÍ,IES BERNAT GUINOVART,Público,SUPERIOR,ELECTRICIDAD Y ELECTRÓNICA,AUTOMATIZACIÓN Y ROBÓTICA INDUSTRIAL (LFP),Diurno,1
VALÈNCIA,ALGEMESÍ,IES BERNAT GUINOVART,Público,SUPERIOR,FABRICACIÓN MECÁNICA,PROGRAMACIÓN DE LA PRODUCCIÓN EN FABRICACIÓN MECÁNICA (LFP),Diurno,1
VALÈNCIA,ALGEMESÍ,IES BERNAT GUINOVART,Público,SUPERIOR,INSTALACIÓN Y MANTENIMIENTO,MECATRÓNICA INDUSTRIAL (LFP),Diurno,1
VALÈNCIA,ALGEMESÍ,IES SANT VICENT FERRER,Público,MEDIO,INFORMÁTICA Y COMUNICACIONES,SISTEMAS MICROINFORMÁTICOS Y REDES (LFP),Diurno,2
VALÈNCIA,ALGEMESÍ,IES SANT VICENT FERRER,Público,MEDIO,SERVICIOS SOCIOCULTURALES Y A LA COMUNIDAD, ATENCIÓN A PERSONAS EN SITUACIÓN DE DEPENDENCIA (LFP),Diurno,1
VALÈNCIA,ALGEMESÍ,IES SANT VICENT FERRER,Público,SUPERIOR,HOSTELERÍA Y TURISMO,"GUÍA, INFORMACIÓN Y ASISTENCIA TURÍSTICA (LFP)",Diurno,1
VALÈNCIA,ALGEMESÍ,IES SANT VICENT FERRER,Público,SUPERIOR,INFORMÁTICA Y COMUNICACIONES,ADMINISTRACIÓN DE SISTEMAS INFORMÁTICOS EN RED (LFP),Diurno,1
VALÈNCIA,ALGEMESÍ,IES SANT VICENT FERRER,Público,SUPERIOR,INFORMÁTICA Y COMUNICACIONES,ADMINISTRACIÓN DE SISTEMAS INFORMÁTICOS EN RED (LFP),Semipresencial,1
VALÈNCIA,ALGEMESÍ,IES SANT VICENT FERRER,Público,SUPERIOR,INFORMÁTICA Y COMUNICACIONES,DESARROLLO DE APLICACIONES MULTIPLATAFORMA (LFP),Diurno,1
VALÈNCIA,ALGEMESÍ,IES SANT VICENT FERRER,Público,SUPERIOR,INFORMÁTICA Y COMUNICACIONES,DESARROLLO DE APLICACIONES WEB (LFP),Diurno,1
VALÈNCIA,ALGEMESÍ,IES SANT VICENT FERRER,Público,SUPERIOR,INFORMÁTICA Y COMUNICACIONES,DESARROLLO DE APLICACIONES WEB (LFP),Semipresencial,1
VALÈNCIA,ALGEMESÍ,IES SANT VICENT FERRER,Público,SUPERIOR,SERVICIOS SOCIOCULTURALES Y A LA COMUNIDAD, EDUCACIÓN INFANTIL (LFP),Diurno,1
VALÈNCIA,ALGEMESÍ,IES SANT VICENT FERRER,Público,SUPERIOR,SERVICIOS SOCIOCULTURALES Y A LA COMUNIDAD, INTEGRACIÓN SOCIAL (LFP),Diurno,1
VALÈNCIA,ALGINET,IES HORT DE FELIU,Público,BÁSICO,ELECTRICIDAD Y ELECTRÓNICA,ELECTRICIDAD Y ELECTRÓNICA (LFP),Diurno,1
VALÈNCIA,ALGINET,IES HORT DE FELIU,Público,BÁSICO,HOSTELERÍA Y TURISMO,COCINA Y RESTAURACIÓN (LFP),Diurno,1
VALÈNCIA,ALGINET,IES HORT DE FELIU,Público,BÁSICO,INFORMÁTICA Y COMUNICACIONES,INFORMÁTICA Y COMUNICACIONES (LFP),Diurno,1
VALÈNCIA,ALMUSSAFES,IES ALMUSSAFES,Público,BÁSICO,ADMINISTRACIÓN Y GESTIÓN,SERVICIOS ADMINISTRATIVOS (LFP),Diurno,1
VALÈNCIA,ALMUSSAFES,IES ALMUSSAFES,Público,MEDIO,ADMINISTRACIÓN Y GESTIÓN,GESTIÓN ADMINISTRATIVA (LFP),Diurno,1
VALÈNCIA,ALMUSSAFES,IES ALMUSSAFES,Público,MEDIO,INSTALACIÓN Y MANTENIMIENTO,MANTENIMIENTO ELECTROMECÁNICO (LFP),Diurno,1
VALÈNCIA,ALMUSSAFES,IES ALMUSSAFES,Público,MEDIO,INSTALACIÓN Y MANTENIMIENTO,MANTENIMIENTO ELECTROMECÁNICO (LFP),Semipresencial,1
VALÈNCIA,ALMUSSAFES,IES ALMUSSAFES,Público,SUPERIOR,ADMINISTRACIÓN Y GESTIÓN,ADMINISTRACIÓN Y FINANZAS (LFP),Diurno,1
VALÈNCIA,ALMUSSAFES,IES ALMUSSAFES,Público,SUPERIOR,FABRICACIÓN MECÁNICA,PROGRAMACIÓN DE LA PRODUCCIÓN EN FABRICACIÓN MECÁNICA (LFP),Diurno,1
VALÈNCIA,ALMUSSAFES,IES ALMUSSAFES,Público,SUPERIOR,INSTALACIÓN Y MANTENIMIENTO,MECATRÓNICA INDUSTRIAL (LFP),Diurno,1
VALÈNCIA,ALZIRA,CIPFP LUIS SUÑER SANCHIS,Público,BÁSICO,ELECTRICIDAD Y ELECTRÓNICA,ELECTRICIDAD Y ELECTRÓNICA (LFP),Diurno,1
VALÈNCIA,ALZIRA,CIPFP LUIS SUÑER SANCHIS,Público,BÁSICO,ELECTRICIDAD Y ELECTRÓNICA,INSTALACIONES ELECTROTÉCNICAS Y MECÁNICA (LFP),Diurno,1
VALÈNCIA,ALZIRA,CIPFP LUIS SUÑER SANCHIS,Público,BÁSICO,FABRICACIÓN MECÁNICA,FABRICACIÓN Y MONTAJE (LFP),Diurno,1
VALÈNCIA,ALZIRA,CIPFP LUIS SUÑER SANCHIS,Público,BÁSICO,INFORMÁTICA Y COMUNICACIONES,INFORMÁTICA Y COMUNICACIONES (LFP),Diurno,1
VALÈNCIA,ALZIRA,CIPFP LUIS SUÑER SANCHIS,Público,MEDIO,ADMINISTRACIÓN Y GESTIÓN,GESTIÓN ADMINISTRATIVA (LFP),Diurno,1
VALÈNCIA,ALZIRA,CIPFP LUIS SUÑER SANCHIS,Público,MEDIO,ADMINISTRACIÓN Y GESTIÓN,GESTIÓN ADMINISTRATIVA (LFP),Semipresencial,1
VALÈNCIA,ALZIRA,CIPFP LUIS SUÑER SANCHIS,Público,MEDIO,COMERCIO Y MARKETING,ACTIVIDADES COMERCIALES (LFP),Diurno,1
VALÈNCIA,ALZIRA,CIPFP LUIS SUÑER SANCHIS,Público,MEDIO,ELECTRICIDAD Y ELECTRÓNICA,INSTALACIONES DE TELECOMUNICACIONES (LFP),Diurno,1
VALÈNCIA,ALZIRA,CIPFP LUIS SUÑER SANCHIS,Público,MEDIO,INFORMÁTICA Y COMUNICACIONES,SISTEMAS MICROINFORMÁTICOS Y REDES (LFP),Diurno,1
VALÈNCIA,ALZIRA,CIPFP LUIS SUÑER SANCHIS,Público,MEDIO,INSTALACIÓN Y MANTENIMIENTO,INSTALACIONES FRIGORÍFICAS Y DE CLIMATIZACIÓN (LFP),Diurno,1
VALÈNCIA,ALZIRA,CIPFP LUIS SUÑER SANCHIS,Público,MEDIO,INSTALACIÓN Y MANTENIMIENTO,INSTALACIONES FRIGORÍFICAS Y DE CLIMATIZACIÓN (LFP),Semipresencial,1
VALÈNCIA,ALZIRA,CIPFP LUIS SUÑER SANCHIS,Público,MEDIO,INSTALACIÓN Y MANTENIMIENTO,MANTENIMIENTO ELECTROMECÁNICO (LFP),Diurno,1
VALÈNCIA,ALZIRA,CIPFP LUIS SUÑER SANCHIS,Público,SUPERIOR,ADMINISTRACIÓN Y GESTIÓN,ADMINISTRACIÓN Y FINANZAS (LFP),Diurno,1
VALÈNCIA,ALZIRA,CIPFP LUIS SUÑER SANCHIS,Público,SUPERIOR,ADMINISTRACIÓN Y GESTIÓN,ADMINISTRACIÓN Y FINANZAS (LFP),Semipresencial,1
VALÈNCIA,ALZIRA,CIPFP LUIS SUÑER SANCHIS,Público,SUPERIOR,COMERCIO Y MARKETING,COMERCIO INTERNACIONAL (LFP),Diurno,1
VALÈNCIA,ALZIRA,CIPFP LUIS SUÑER SANCHIS,Público,SUPERIOR,COMERCIO Y MARKETING,TRANSPORTE Y LOGÍSTICA (LFP),Diurno,1
VALÈNCIA,ALZIRA,CIPFP LUIS SUÑER SANCHIS,Público,SUPERIOR,COMERCIO Y MARKETING,TRANSPORTE Y LOGÍSTICA (LFP),Semipresencial,1
VALÈNCIA,ALZIRA,CIPFP LUIS SUÑER SANCHIS,Público,SUPERIOR,ELECTRICIDAD Y ELECTRÓNICA,MANTENIMIENTO ELECTRÓNICO (LFP),Diurno,1
VALÈNCIA,ALZIRA,CIPFP LUIS SUÑER SANCHIS,Público,SUPERIOR,ENERGÍA Y AGUA,ENERGÍAS RENOVABLES (LFP),Diurno,1
VALÈNCIA,ALZIRA,CIPFP LUIS SUÑER SANCHIS,Público,SUPERIOR,INSTALACIÓN Y MANTENIMIENTO,MECATRÓNICA INDUSTRIAL (LFP),Diurno,1
VALÈNCIA,ALZIRA,CIPFP LUIS SUÑER SANCHIS,Público,SUPERIOR,SEGURIDAD Y MEDIO AMBIENTE,PREVENCIÓN DE RIESGOS PROFESIONALES,Semipresencial,1
VALÈNCIA,ALZIRA,IES JOSÉ MARÍA PARRA,Público,BÁSICO,IMAGEN PERSONAL,PELUQUERÍA Y ESTÉTICA (LFP),Diurno,1
VALÈNCIA,ALZIRA,IES JOSÉ MARÍA PARRA,Público,MEDIO,IMAGEN PERSONAL,PELUQUERÍA Y COSMÉTICA CAPILAR (LFP),Diurno,1
VALÈNCIA,ALZIRA,IES JOSÉ MARÍA PARRA,Público,SUPERIOR,IMAGEN PERSONAL,ESTILISMO Y DIRECCIÓN DE PELUQUERÍA (LFP),Diurno,1
VALÈNCIA,ALZIRA,IES LA MURTA,Público,BÁSICO,ADMINISTRACIÓN Y GESTIÓN,SERVICIOS ADMINISTRATIVOS (LFP),Diurno,1
VALÈNCIA,ALZIRA,IES REI EN JAUME,Público,BÁSICO,AGRARIA,APROVECHAMIENTOS FORESTALES (LFP),Diurno,1
VALÈNCIA,ALZIRA,IES REI EN JAUME,Público,BÁSICO,INFORMÁTICA Y COMUNICACIONES,INFORMÁTICA DE OFICINA (LFP),Diurno,1
VALÈNCIA,AYORA,IES FERNANDO III,Público,BÁSICO,INFORMÁTICA Y COMUNICACIONES,INFORMÁTICA DE OFICINA (LFP),Diurno,1
VALÈNCIA,AYORA,IES FERNANDO III,Público,MEDIO,ELECTRICIDAD Y ELECTRÓNICA,INSTALACIONES ELÉCTRICAS Y AUTOMÁTICAS (LFP),Diurno,1
VALÈNCIA,AYORA,IES FERNANDO III,Público,MEDIO,IMAGEN PERSONAL,ESTÉTICA Y BELLEZA (LFP),Diurno,1
VALÈNCIA,AYORA,IES FERNANDO III,Público,MEDIO,INFORMÁTICA Y COMUNICACIONES,SISTEMAS MICROINFORMÁTICOS Y REDES (LFP),Diurno,1
VALÈNCIA,BELLREGUARD,IES JOAN FUSTER,Público,BÁSICO,ELECTRICIDAD Y ELECTRÓNICA,INSTALACIONES ELECTROTÉCNICAS Y MECÁNICA (LFP),Diurno,1
VALÈNCIA,BELLREGUARD,IES JOAN FUSTER,Público,MEDIO,INFORMÁTICA Y COMUNICACIONES,SISTEMAS MICROINFORMÁTICOS Y REDES (LFP),Diurno,1
VALÈNCIA,BELLREGUARD,IES JOAN FUSTER,Público,MEDIO,INSTALACIÓN Y MANTENIMIENTO,MANTENIMIENTO ELECTROMECÁNICO (LFP),Diurno,1
VALÈNCIA,BELLREGUARD,IES JOAN FUSTER,Público,MEDIO,QUÍMICA,OPERACIONES DE LABORATORIO (LFP),Diurno,1
VALÈNCIA,BELLREGUARD,IES JOAN FUSTER,Público,SUPERIOR,INSTALACIÓN Y MANTENIMIENTO,MECATRÓNICA INDUSTRIAL (LFP),Diurno,1
VALÈNCIA,BENAGUASIL,IES DE BENAGUASIL,Público,BÁSICO,AGRARIA,AGRO-JARDINERIA Y COMPOSICIONES FLORALES (LFP),Diurno,1
VALÈNCIA,BENICARLÓ,CIPFP BENICARLÓ,Público,MEDIO,INSTALACIÓN Y MANTENIMIENTO,INSTALACIONES DE PRODUCCIÓN DE CALOR (LFP),Diurno,1
VALÈNCIA,BENIFAIÓ,IES ENRIC SOLER I GODES,Público,BÁSICO,INFORMÁTICA Y COMUNICACIONES,INFORMÁTICA DE OFICINA (LFP),Diurno,1
VALÈNCIA,BENIFAIÓ,IES ENRIC SOLER I GODES,Público,MEDIO,INDUSTRIAS ALIMENTARIAS,ELABORACIÓN DE PRODUCTOS ALIMENTICIOS (LFP),Diurno,1
VALÈNCIA,BENIFAIÓ,IES ENRIC SOLER I GODES,Público,MEDIO,INFORMÁTICA Y COMUNICACIONES,SISTEMAS MICROINFORMÁTICOS Y REDES (LFP),Diurno,1
