PROVINCIA,LOCALIDAD,CENTRO,RÉGIMEN,GRADO,FAMILIA,CICLO,TURNO,
VALENCIA,PATERNA,CENTRE PRIVAT ESCUELA PROFESIONAL LA SALLE,Concertado,SUPERIOR,ELECTRICIDAD Y ELECTRÓNICA,SISTEMAS DE TELECOMUNICACIONES E INFORMÁTICOS (LFP),Diurno,1
VALENCIA,PUÇOL,CENTRE PRIVAT VIRGEN AL PIE DE LA CRUZ,Concertado,BÁSICO,ELECTRICIDAD Y ELECTRÓNICA,ELECTRICIDAD Y ELECTRÓNICA (LFP),Diurno,1
VALENCIA,PUÇOL,CENTRE PRIVAT VIRGEN AL PIE DE LA CRUZ,Concertado,MEDIO,ADMINISTRACIÓN Y GESTIÓN,GESTIÓN ADMINISTRATIVA (LFP),Diurno,1
VALENCIA,PUÇOL,CENTRE PRIVAT VIRGEN AL PIE DE LA CRUZ,Concertado,MEDIO,ELECTRICIDAD Y ELECTRÓNICA,INSTALACIONES ELÉCTRICAS Y AUTOMÁTICAS (LFP),Diurno,1
VALENCIA,PUÇOL,CENTRE PRIVAT VIRGEN AL PIE DE LA CRUZ,Concertado,MEDIO,HOSTELERÍA Y TURISMO,COCINA Y GASTRONOMÍA (LFP),Diurno,1
VALENCIA,PUÇOL,CENTRE PRIVAT VIRGEN AL PIE DE LA CRUZ,Concertado,MEDIO,INDUSTRIAS ALIMENTARIAS,"PANADERÍA, REPOSTERÍA Y CONFITERÍA (LFP)",Diurno,1
VALENCIA,PUÇOL,CENTRE PRIVAT VIRGEN AL PIE DE LA CRUZ,Concertado,SUPERIOR,ELECTRICIDAD Y ELECTRÓNICA,SISTEMAS ELECTROTÉCNICOS Y AUTOMATIZADOS (LFP),Diurno,1
VALENCIA,QUART DE POBLET,CENTRE PRIVAT FP SOLVAM,Concertado,BÁSICO,ADMINISTRACIÓN Y GESTIÓN,SERVICIOS ADMINISTRATIVOS (LFP),Diurno,1
VALENCIA,QUART DE POBLET,CENTRE PRIVAT FP SOLVAM,Concertado,MEDIO,ADMINISTRACIÓN Y GESTIÓN,GESTIÓN ADMINISTRATIVA (LFP),Diurno,1
VALENCIA,QUART DE POBLET,CENTRE PRIVAT FP SOLVAM,Concertado,MEDIO,INFORMÁTICA Y COMUNICACIONES,SISTEMAS MICROINFORMÁTICOS Y REDES (LFP),Diurno,1
VALENCIA,QUART DE POBLET,CENTRE PRIVAT FP SOLVAM,Concertado,SUPERIOR,INFORMÁTICA Y COMUNICACIONES,DESARROLLO DE APLICACIONES WEB (LFP),Diurno,1
VALENCIA,REQUENA,ESCUELA DE VITICULTURA Y ENOLOGIA FÉLIX JIMÉNEZ,Concertado,MEDIO,AGRARIA,APROVECHAMIENTO Y CONSERVACIÓN DEL MEDIO NATURAL (LFP), Diurno,1
VALENCIA,REQUENA,ESCUELA DE VITICULTURA Y ENOLOGIA FÉLIX JIMÉNEZ,Concertado,MEDIO,INDUSTRIAS ALIMENTARIAS,ACEITES DE OLIVA Y VINOS (LFP),Diurno,1
VALENCIA,REQUENA,ESCUELA DE VITICULTURA Y ENOLOGIA FÉLIX JIMÉNEZ,Concertado,SUPERIOR,AGRARIA,GESTIÓN FORESTAL Y DEL MEDIO NATURAL (LFP),Diurno,1
VALENCIA,REQUENA,ESCUELA DE VITICULTURA Y ENOLOGIA FÉLIX JIMÉNEZ,Concertado,SUPERIOR,INDUSTRIAS ALIMENTARIAS,VITIVINICULTURA (LFP),Diurno,1
VALENCIA,RIBA-ROJA DE TÚRIA,CENTRE PRIVAT ASUNCIÓN DE NUESTRA SEÑORA,Concertado,MEDIO,ADMINISTRACIÓN Y GESTIÓN,GESTIÓN ADMINISTRATIVA (LFP),Diurno,1
VALENCIA,RIBA-ROJA DE TÚRIA,CENTRE PRIVAT ASUNCIÓN DE NUESTRA SEÑORA,Concertado,SUPERIOR,ADMINISTRACIÓN Y GESTIÓN,ADMINISTRACIÓN Y FINANZAS (LFP),Diurno,1
VALENCIA,SEDAVÍ,CENTRE PRIVAT SEDAVÍ,Concertado,MEDIO,ADMINISTRACIÓN Y GESTIÓN,GESTIÓN ADMINISTRATIVA (LFP),Diurno,1
VALENCIA,SEDAVÍ,CENTRE PRIVAT SEDAVÍ,Concertado, SUPERIOR,ADMINISTRACIÓN Y GESTIÓN,ADMINISTRACIÓN Y FINANZAS (LFP),Diurno,2
VALENCIA,TAVERNES DE LA VALLDIGNA, CENTRE PRIVAT FP ACADEMIA ALMI,Concertado,MEDIO,ADMINISTRACIÓN Y GESTIÓN,GESTIÓN ADMINISTRATIVA (LFP),Diurno,1
VALENCIA,TAVERNES DE LA VALLDIGNA, CENTRE PRIVAT FP ACADEMIA ALMI,Concertado,MEDIO,COMERCIO Y MARKETING,ACTIVIDADES COMERCIALES (LFP),Diurno,1
VALENCIA,TAVERNES DE LA VALLDIGNA, CENTRE PRIVAT FP ACADEMIA ALMI,Concertado,MEDIO,INFORMÁTICA Y COMUNICACIONES,SISTEMAS MICROINFORMÁTICOS Y REDES (LFP),Diurno,1
VALENCIA,TORRENT,CENTRE PRIVAT FASTA MADRE SACRAMENTO,Concertado,MEDIO,ADMINISTRACIÓN Y GESTIÓN,GESTIÓN ADMINISTRATIVA (LFP),Diurno,2
VALENCIA,TORRENT,CENTRE PRIVAT FASTA MADRE SACRAMENTO,Concertado,MEDIO,SANIDAD,CUIDADOS AUXILIARES DE ENFERMERÍA,Diurno,2
VALENCIA,TORRENT,CENTRE PRIVAT FASTA MADRE SACRAMENTO,Concertado,SUPERIOR,ADMINISTRACIÓN Y GESTIÓN,ADMINISTRACIÓN Y FINANZAS (LFP),Diurno,2
VALENCIA,TORRENT,CENTRE PRIVAT FASTA MADRE SACRAMENTO,Concertado,SUPERIOR,SANIDAD,HIGIENE BUCODENTAL (LFP),Diurno,1
VALENCIA,TORRENT,CENTRE PRIVAT FASTA MADRE SACRAMENTO,Concertado,SUPERIOR,SERVICIOS SOCIOCULTURALES Y A LA COMUNIDAD, EDUCACIÓN INFANTIL (LFP),Diurno,1
VALENCIA,VALÈNCIA,CENTRE PRIVAT AVE MARÍA DE PEÑARROCHA,Concertado,BÁSICO,ELECTRICIDAD Y ELECTRÓNICA,ELECTRICIDAD Y ELECTRÓNICA (LFP),Diurno,1
VALENCIA,VALÈNCIA,CENTRE PRIVAT AVE MARÍA DE PEÑARROCHA,Concertado,BÁSICO,HOSTELERÍA Y TURISMO,COCINA Y RESTAURACIÓN (LFP),Diurno,1
VALENCIA,VALÈNCIA,CENTRE PRIVAT CENTRO DE ESTUDIOS GARCÍA BROCH,Concertado,MEDIO,SANIDAD,FARMACIA Y PARAFARMACIA (LFP),Diurno,1
VALENCIA,VALÈNCIA,CENTRE PRIVAT CENTRO DE ESTUDIOS GARCÍA BROCH,Concertado,SUPERIOR,SERVICIOS SOCIOCULTURALES Y A LA COMUNIDAD, EDUCACIÓN INFANTIL (LFP),Diurno,1
VALENCIA,VALÈNCIA,CENTRE PRIVAT CLARET FUENSANTA,Concertado,BÁSICO,SERVICIOS SOCIOCULTURALES Y A LA COMUNIDAD, ACTIVIDADES DOMÉSTICAS Y LIMPIEZA DE EDIFICIOS (LFP),Diurno,1
VALENCIA,VALÈNCIA,CENTRE PRIVAT COMENIUS CENTRE EDUCATIU,Concertado,MEDIO,ADMINISTRACIÓN Y GESTIÓN,GESTIÓN ADMINISTRATIVA (LFP),Diurno,1
VALENCIA,VALÈNCIA,CENTRE PRIVAT COMENIUS CENTRE EDUCATIU,Concertado,MEDIO,ELECTRICIDAD Y ELECTRÓNICA,INSTALACIONES DE TELECOMUNICACIONES (LFP),Diurno,1
VALENCIA,VALÈNCIA,CENTRE PRIVAT COMENIUS CENTRE EDUCATIU,Concertado,SUPERIOR,ADMINISTRACIÓN Y GESTIÓN,ADMINISTRACIÓN Y FINANZAS (LFP),Diurno,1
VALENCIA,VALÈNCIA,CENTRE PRIVAT COMENIUS CENTRE EDUCATIU,Concertado,SUPERIOR,ELECTRICIDAD Y ELECTRÓNICA,MANTENIMIENTO ELECTRÓNICO (LFP),Diurno,1
VALENCIA,VALÈNCIA,CENTRE PRIVAT COMENIUS CENTRE EDUCATIU,Concertado,SUPERIOR,IMAGEN Y SONIDO,"ILUMINACIÓN, CAPTACIÓN Y TRATAMIENTO DE IMAGEN (LFP)",Diurno,1
VALENCIA,VALÈNCIA,CENTRE PRIVAT COMENIUS CENTRE EDUCATIU,Concertado,SUPERIOR,IMAGEN Y SONIDO,REALIZACIÓN DE PROYECTOS DE AUDIOVISUALES Y ESPECTÁCULOS (LFP),Diurno,1
VALENCIA,VALÈNCIA,CENTRE PRIVAT COMENIUS CENTRE EDUCATIU,Concertado,SUPERIOR,IMAGEN Y SONIDO,SONIDO PARA AUDIOVISUALES Y ESPECTÁCULOS (LFP),Diurno,1
VALENCIA,VALÈNCIA,CENTRE PRIVAT COMENIUS CENTRE EDUCATIU,Concertado,SUPERIOR,SERVICIOS SOCIOCULTURALES Y A LA COMUNIDAD, EDUCACIÓN INFANTIL (LFP),Diurno,1
VALENCIA,VALÈNCIA,CENTRE PRIVAT ESCLAVAS DE MARÍA,Concertado,MEDIO,INFORMÁTICA Y COMUNICACIONES,SISTEMAS MICROINFORMÁTICOS Y REDES (LFP),Diurno,1
VALENCIA,VALÈNCIA,CENTRE PRIVAT ESCUELAS PÍAS-MALVARROSA,Concertado,BÁSICO,HOSTELERÍA Y TURISMO,COCINA Y RESTAURACIÓN (LFP),Diurno,1
VALENCIA,VALÈNCIA,CENTRE PRIVAT ESCUELAS PROFESIONALES DE ARTESANOS,Concertado,BÁSICO,TRANSPORTE Y MANTENIMIENTO DE VEHÍCULOS,MANTENIMIENTO DE VEHÍCULOS (LFP),Diurno,1
VALENCIA,VALÈNCIA,CENTRE PRIVAT ESCUELAS PROFESIONALES DE ARTESANOS,Concertado,MEDIO,ADMINISTRACIÓN Y GESTIÓN,GESTIÓN ADMINISTRATIVA (LFP),Diurno,1
VALENCIA,VALÈNCIA,CENTRE PRIVAT ESCUELAS PROFESIONALES DE ARTESANOS,Concertado,MEDIO,ELECTRICIDAD Y ELECTRÓNICA,INSTALACIONES ELÉCTRICAS Y AUTOMÁTICAS (LFP),Diurno,1
VALENCIA,VALÈNCIA,CENTRE PRIVAT ESCUELAS PROFESIONALES DE ARTESANOS,Concertado,MEDIO,INFORMÁTICA Y COMUNICACIONES,SISTEMAS MICROINFORMÁTICOS Y REDES (LFP),Diurno,1
VALENCIA,VALÈNCIA,CENTRE PRIVAT ESCUELAS PROFESIONALES DE ARTESANOS,Concertado,MEDIO,SANIDAD,CUIDADOS AUXILIARES DE ENFERMERÍA,Diurno,1
VALENCIA,VALÈNCIA,CENTRE PRIVAT ESCUELAS PROFESIONALES DE ARTESANOS,Concertado,MEDIO,TRANSPORTE Y MANTENIMIENTO DE VEHÍCULOS,ELECTROMECÁNICA DE VEHÍCULOS AUTOMÓVILES (LFP),Diurno,1
VALENCIA,VALÈNCIA,CENTRE PRIVAT ESCUELAS PROFESIONALES DE ARTESANOS,Concertado,SUPERIOR,COMERCIO Y MARKETING,GESTIÓN DE VENTAS Y ESPACIOS COMERCIALES (LFP),Diurno,1
VALENCIA,VALÈNCIA,CENTRE PRIVAT ESCUELAS PROFESIONALES DE ARTESANOS,Concertado,SUPERIOR,ELECTRICIDAD Y ELECTRÓNICA,SISTEMAS ELECTROTÉCNICOS Y AUTOMATIZADOS (LFP),Diurno,1
VALENCIA,VALÈNCIA,CENTRE PRIVAT ESCUELAS PROFESIONALES DE ARTESANOS,Concertado,SUPERIOR,HOSTELERÍA Y TURISMO,"GUÍA, INFORMACIÓN Y ASISTENCIA TURÍSTICA (LFP)",Diurno,1
VALENCIA,VALÈNCIA,CENTRE PRIVAT ESCUELAS PROFESIONALES DE ARTESANOS,Concertado,SUPERIOR,INSTALACIÓN Y MANTENIMIENTO,MECATRÓNICA INDUSTRIAL (LFP),Diurno,1
VALENCIA,VALÈNCIA,CENTRE PRIVAT ESCUELAS SAN JOSÉ (I. POLIT.),Concertado,BÁSICO,FABRICACIÓN MECÁNICA,FABRICACIÓN Y MONTAJE (LFP),Diurno,1
VALENCIA,VALÈNCIA,CENTRE PRIVAT ESCUELAS SAN JOSÉ (I. POLIT.),Concertado,MEDIO,ADMINISTRACIÓN Y GESTIÓN,GESTIÓN ADMINISTRATIVA (LFP),Diurno,1
VALENCIA,VALÈNCIA,CENTRE PRIVAT ESCUELAS SAN JOSÉ (I. POLIT.),Concertado,MEDIO,ELECTRICIDAD Y ELECTRÓNICA,INSTALACIONES DE TELECOMUNICACIONES (LFP),Diurno,1
VALENCIA,VALÈNCIA,CENTRE PRIVAT ESCUELAS SAN JOSÉ (I. POLIT.),Concertado,MEDIO,ELECTRICIDAD Y ELECTRÓNICA,INSTALACIONES ELÉCTRICAS Y AUTOMÁTICAS (LFP),Diurno,1
VALENCIA,VALÈNCIA,CENTRE PRIVAT ESCUELAS SAN JOSÉ (I. POLIT.),Concertado,MEDIO,FABRICACIÓN MECÁNICA,MECANIZADO (LFP),Diurno,1
VALENCIA,VALÈNCIA,CENTRE PRIVAT ESCUELAS SAN JOSÉ (I. POLIT.),Concertado,MEDIO,INSTALACIÓN Y MANTENIMIENTO,MANTENIMIENTO ELECTROMECÁNICO (LFP),Diurno,1
VALENCIA,VALÈNCIA,CENTRE PRIVAT ESCUELAS SAN JOSÉ (I. POLIT.),Concertado,SUPERIOR,ADMINISTRACIÓN Y GESTIÓN,ADMINISTRACIÓN Y FINANZAS (LFP),Diurno,1
VALENCIA,VALÈNCIA,CENTRE PRIVAT ESCUELAS SAN JOSÉ (I. POLIT.),Concertado,SUPERIOR,ELECTRICIDAD Y ELECTRÓNICA,AUTOMATIZACIÓN Y ROBÓTICA INDUSTRIAL (LFP),Diurno,1
VALENCIA,VALÈNCIA,CENTRE PRIVAT ESCUELAS SAN JOSÉ (I. POLIT.),Concertado,SUPERIOR,ELECTRICIDAD Y ELECTRÓNICA,SISTEMAS ELECTROTÉCNICOS Y AUTOMATIZADOS (LFP),Diurno,1
VALENCIA,VALÈNCIA,CENTRE PRIVAT ESCUELAS SAN JOSÉ (I. POLIT.),Concertado,SUPERIOR,ENERGÍA Y AGUA,EFICIENCIA ENERGÉTICA Y ENERGÍA SOLAR TÉRMICA (LFP),Diurno,1
VALENCIA,VALÈNCIA,CENTRE PRIVAT ESCUELAS SAN JOSÉ (I. POLIT.),Concertado,SUPERIOR,FABRICACIÓN MECÁNICA,PROGRAMACIÓN DE LA PRODUCCIÓN EN FABRICACIÓN MECÁNICA (LFP),Diurno,1
VALENCIA,VALÈNCIA,CENTRE PRIVAT ESCUELAS SAN JOSÉ (I. POLIT.),Concertado,SUPERIOR,SERVICIOS SOCIOCULTURALES Y A LA COMUNIDAD, INTEGRACIÓN SOCIAL (LFP),Diurno,1
VALENCIA,VALÈNCIA,CENTRE PRIVAT FP ALTAVIANA,Concertado,MEDIO,HOSTELERÍA Y TURISMO,COCINA Y GASTRONOMÍA (LFP),Diurno,1
VALENCIA,VALÈNCIA,CENTRE PRIVAT FP ALTAVIANA,Concertado,MEDIO,INDUSTRIAS ALIMENTARIAS,"PANADERÍA, REPOSTERÍA Y CONFITERÍA (LFP)",Diurno,1
VALENCIA,VALÈNCIA,CENTRE PRIVAT FP ALTAVIANA,Concertado,SUPERIOR,HOSTELERÍA Y TURISMO,DIRECCIÓN DE COCINA (LFP),Diurno,1
VALENCIA,VALÈNCIA,CENTRE PRIVAT FP ALTAVIANA,Concertado,SUPERIOR,HOSTELERÍA Y TURISMO,GESTIÓN DE ALOJAMIENTOS TURÍSTICOS (LFP),Diurno,1
VALENCIA,VALÈNCIA,CENTRE PRIVAT FP ALTAVIANA,Concertado,SUPERIOR,SERVICIOS SOCIOCULTURALES Y A LA COMUNIDAD, EDUCACIÓN INFANTIL (LFP),Diurno,1
VALENCIA,VALÈNCIA,CENTRE PRIVAT FP ByS FORMACIÓN,Concertado,MEDIO,IMAGEN PERSONAL,ESTÉTICA Y BELLEZA (LFP),Diurno,1
VALENCIA,VALÈNCIA,CENTRE PRIVAT FP ByS FORMACIÓN,Concertado,MEDIO,IMAGEN PERSONAL,PELUQUERÍA Y COSMÉTICA CAPILAR (LFP),Diurno,1
VALENCIA,VALÈNCIA,CENTRE PRIVAT FP ByS FORMACIÓN,Concertado,SUPERIOR,SERVICIOS SOCIOCULTURALES Y A LA COMUNIDAD, EDUCACIÓN INFANTIL (LFP),Diurno,1
VALENCIA,VALÈNCIA,CENTRE PRIVAT FP C.ESTUDIOS RODRIGO-GIORGETA,Concertado,MEDIO,SERVICIOS SOCIOCULTURALES Y A LA COMUNIDAD, ATENCIÓN A PERSONAS EN SITUACIÓN DE DEPENDENCIA (LFP),Diurno,1
VALENCIA,VALÈNCIA,CENTRE PRIVAT FP C.ESTUDIOS RODRIGO-GIORGETA,Concertado,SUPERIOR,SERVICIOS SOCIOCULTURALES Y A LA COMUNIDAD, EDUCACIÓN INFANTIL (LFP),Diurno,1
VALENCIA,VALÈNCIA,CENTRE PRIVAT FP C.ESTUDIOS RODRIGO-GIORGETA,Concertado,SUPERIOR,SERVICIOS SOCIOCULTURALES Y A LA COMUNIDAD, INTEGRACIÓN SOCIAL (LFP),Diurno,1
VALENCIA,VALÈNCIA,CENTRE PRIVAT FP CF FOLGADO-PORT,Concertado,MEDIO,MARÍTIMO PESQUERA,MANTENIMIENTO Y CONTROL DE LA MAQUINARIA DE BUQUES Y EMBARCACIONES (LFP), Diurno,1
VALENCIA,VALÈNCIA,CENTRE PRIVAT FP CFFOLGADO,Concertado,BÁSICO,FABRICACIÓN MECÁNICA,FABRICACIÓN DE ELEMENTOS METÁLICOS (LFP),Diurno,1
VALENCIA,VALÈNCIA,CENTRE PRIVAT FP CFFOLGADO,Concertado,MEDIO,FABRICACIÓN MECÁNICA,SOLDADURA Y CALDERERÍA (LFP),Diurno,1
VALENCIA,VALÈNCIA,CENTRE PRIVAT FP CIUTAT VELLA,Concertado,MEDIO,SANIDAD,CUIDADOS AUXILIARES DE ENFERMERÍA,Diurno,2
VALENCIA,VALÈNCIA,CENTRE PRIVAT FP CIUTAT VELLA,Concertado,MEDIO,SANIDAD,FARMACIA Y PARAFARMACIA (LFP),Diurno,2
VALENCIA,VALÈNCIA,CENTRE PRIVAT FP DE LA PROFESIÓN DE PANADERÍA Y PASTELERÍA,Concertado,MEDIO,INDUSTRIAS ALIMENTARIAS,"PANADERÍA, REPOSTERÍA Y CONFITERÍA (LFP)",Diurno,1
VALENCIA,VALÈNCIA,CENTRE PRIVAT FP ESCUELA PROFESIONAL XAVIER,Concertado,MEDIO,ADMINISTRACIÓN Y GESTIÓN,GESTIÓN ADMINISTRATIVA (LFP),Diurno,2
VALENCIA,VALÈNCIA,CENTRE PRIVAT FP ESCUELA PROFESIONAL XAVIER,Concertado,MEDIO,COMERCIO Y MARKETING,ACTIVIDADES COMERCIALES (LFP),Diurno,2
VALENCIA,VALÈNCIA,CENTRE PRIVAT FP ESCUELA PROFESIONAL XAVIER,Concertado,MEDIO,SANIDAD,CUIDADOS AUXILIARES DE ENFERMERÍA,Diurno,4
VALENCIA,VALÈNCIA,CENTRE PRIVAT FP ESCUELA PROFESIONAL XAVIER,Concertado,MEDIO,SANIDAD,FARMACIA Y PARAFARMACIA (LFP),Diurno,3
VALENCIA,VALÈNCIA,CENTRE PRIVAT FP ESCUELA PROFESIONAL XAVIER,Concertado,SUPERIOR,ADMINISTRACIÓN Y GESTIÓN,ADMINISTRACIÓN Y FINANZAS (LFP),Diurno,1
VALENCIA,VALÈNCIA,CENTRE PRIVAT FP ESCUELA PROFESIONAL XAVIER,Concertado,SUPERIOR,COMERCIO Y MARKETING,COMERCIO INTERNACIONAL (LFP),Diurno,1
VALENCIA,VALÈNCIA,CENTRE PRIVAT FP ESCUELA PROFESIONAL XAVIER,Concertado,SUPERIOR,SANIDAD,DIETÉTICA,Diurno,1
VALENCIA,VALÈNCIA,CENTRE PRIVAT FP ESCUELA PROFESIONAL XAVIER,Concertado,SUPERIOR,SERVICIOS SOCIOCULTURALES Y A LA COMUNIDAD, ANIMACIÓN SOCIOCULTURAL Y TURÍSTICA (LFP),Diurno,1
VALENCIA,VALÈNCIA,"CENTRE PRIVAT FP LUMEN 1993 CENTRO ESTUDIOS, SL",Concertado,BÁSICO,IMAGEN PERSONAL,PELUQUERÍA Y ESTÉTICA (LFP),Diurno,1
VALENCIA,VALÈNCIA,"CENTRE PRIVAT FP LUMEN 1993 CENTRO ESTUDIOS, SL",Concertado,MEDIO,IMAGEN PERSONAL,ESTÉTICA Y BELLEZA (LFP),Diurno,1
VALENCIA,VALÈNCIA,"CENTRE PRIVAT FP LUMEN 1993 CENTRO ESTUDIOS, SL",Concertado,MEDIO,IMAGEN PERSONAL,PELUQUERÍA Y COSMÉTICA CAPILAR (LFP),Diurno,1
VALENCIA,VALÈNCIA,CENTRE PRIVAT FP OLLER 1,Concertado,MEDIO,ADMINISTRACIÓN Y GESTIÓN,GESTIÓN ADMINISTRATIVA (LFP),Diurno,1
VALENCIA,VALÈNCIA,CENTRE PRIVAT FP OLLER 1,Concertado,MEDIO,COMERCIO Y MARKETING,ACTIVIDADES COMERCIALES (LFP),Diurno,1
VALENCIA,VALÈNCIA,CENTRE PRIVAT FP PAX,Concertado,MEDIO,SANIDAD,CUIDADOS AUXILIARES DE ENFERMERÍA,Diurno,2
VALENCIA,VALÈNCIA,CENTRE PRIVAT FP PAX,Concertado,MEDIO,SANIDAD,FARMACIA Y PARAFARMACIA (LFP),Diurno,2
VALENCIA,VALÈNCIA,CENTRE PRIVAT FP PAX,Concertado,SUPERIOR,ADMINISTRACIÓN Y GESTIÓN,ADMINISTRACIÓN Y FINANZAS (LFP),Diurno,1
VALENCIA,VALÈNCIA,CENTRE PRIVAT FP PAX,Concertado,SUPERIOR,COMERCIO Y MARKETING,COMERCIO INTERNACIONAL (LFP),Diurno,1
VALENCIA,VALÈNCIA,CENTRE PRIVAT FP PAX,Concertado,SUPERIOR,SANIDAD,DIETÉTICA,Diurno,1
VALENCIA,VALÈNCIA,CENTRE PRIVAT FP PAX,Concertado,SUPERIOR,SANIDAD,DOCUMENTACIÓN Y ADMINISTRACIÓN SANITARIA (LFP),Diurno,1
VALENCIA,VALÈNCIA,CENTRE PRIVAT FP PAX,Concertado,SUPERIOR,SERVICIOS SOCIOCULTURALES Y A LA COMUNIDAD, INTEGRACIÓN SOCIAL (LFP),Diurno,1
VALENCIA,VALÈNCIA,CENTRE PRIVAT FP SANTA ANA,Concertado,MEDIO,SANIDAD,CUIDADOS AUXILIARES DE ENFERMERÍA,Diurno,1
VALENCIA,VALÈNCIA,CENTRE PRIVAT FP SANTA ANA,Concertado,SUPERIOR,SANIDAD,IMAGEN PARA EL DIAGNÓSTICO Y MEDICINA NUCLEAR (LFP),Diurno,2
VALENCIA,VALÈNCIA,CENTRE PRIVAT FP SANTA ANA,Concertado,SUPERIOR,SANIDAD,LABORATORIO CLÍNICO Y BIOMÉDICO (LFP),Diurno,1
VALENCIA,VALÈNCIA,CENTRE PRIVAT FP VERGE DE CORTES. VALÈNCIA,Concertado,SUPERIOR,SERVICIOS SOCIOCULTURALES Y A LA COMUNIDAD, ANIMACIÓN SOCIOCULTURAL Y TURÍSTICA (LFP),Diurno,1
VALENCIA,VALÈNCIA,CENTRE PRIVAT FP VERGE DE CORTES. VALÈNCIA,Concertado,SUPERIOR,SERVICIOS SOCIOCULTURALES Y A LA COMUNIDAD, EDUCACIÓN INFANTIL (LFP),Diurno,1
VALENCIA,VALÈNCIA,CENTRE PRIVAT FP VERGE DE CORTES. VALÈNCIA,Concertado,SUPERIOR,SERVICIOS SOCIOCULTURALES Y A LA COMUNIDAD, INTEGRACIÓN SOCIAL (LFP),Diurno,1
VALENCIA,VALÈNCIA,CENTRE PRIVAT FP XABEC,Concertado,MEDIO,FABRICACIÓN MECÁNICA,SOLDADURA Y CALDERERÍA (LFP),Diurno,1
VALENCIA,VALÈNCIA,CENTRE PRIVAT FP XABEC,Concertado,MEDIO,INSTALACIÓN Y MANTENIMIENTO,INSTALACIONES FRIGORÍFICAS Y DE CLIMATIZACIÓN (LFP),Diurno,1
VALENCIA,VALÈNCIA,CENTRE PRIVAT FP XABEC,Concertado,MEDIO,INSTALACIÓN Y MANTENIMIENTO,MANTENIMIENTO ELECTROMECÁNICO (LFP),Diurno,1
VALENCIA,VALÈNCIA,CENTRE PRIVAT FP XABEC,Concertado,MEDIO,TRANSPORTE Y MANTENIMIENTO DE VEHÍCULOS,MANTENIMIENTO DE MATERIAL RODANTE FERROVIARIO (LFP),Diurno,1
VALENCIA,VALÈNCIA,CENTRE PRIVAT FP XABEC,Concertado,SUPERIOR,INSTALACIÓN Y MANTENIMIENTO,MANTENIMIENTO DE INSTALACIONES TÉRMICAS Y DE FLUIDOS (LFP), Diurno,1
VALENCIA,VALÈNCIA,CENTRE PRIVAT FP XABEC,Concertado,SUPERIOR,INSTALACIÓN Y MANTENIMIENTO,MECATRÓNICA INDUSTRIAL (LFP),Diurno,1
VALENCIA,VALÈNCIA,CENTRE PRIVAT HERMES SOCIEDAD COOPERATIVA VALENCIANA,Concertado,BÁSICO,IMAGEN PERSONAL,PELUQUERÍA Y ESTÉTICA (LFP),Diurno,1
VALENCIA,VALÈNCIA,CENTRE PRIVAT JESÚS MARÍA-FUENSANTA,Concertado,BÁSICO,ADMINISTRACIÓN Y GESTIÓN,SERVICIOS ADMINISTRATIVOS (LFP),Diurno,1
VALENCIA,VALÈNCIA,CENTRE PRIVAT NUESTRA SEÑORA DEL CARMEN-S.VICENTE PAÚL,Concertado,BÁSICO,ADMINISTRACIÓN Y GESTIÓN,SERVICIOS ADMINISTRATIVOS (LFP),Diurno,1
VALENCIA,VALÈNCIA,CENTRE PRIVAT NUESTRA SEÑORA DEL CARMEN-S.VICENTE PAÚL,Concertado,MEDIO,ADMINISTRACIÓN Y GESTIÓN,GESTIÓN ADMINISTRATIVA (LFP),Diurno,2
VALENCIA,VALÈNCIA,CENTRE PRIVAT NUESTRA SEÑORA DEL CARMEN-S.VICENTE PAÚL,Concertado,MEDIO,SANIDAD,CUIDADOS AUXILIARES DE ENFERMERÍA,Diurno,2
VALENCIA,VALÈNCIA,CENTRE PRIVAT PROFESIONAL SOROLLA,Concertado,MEDIO,INFORMÁTICA Y COMUNICACIONES,SISTEMAS MICROINFORMÁTICOS Y REDES (LFP),Diurno,1
VALENCIA,VALÈNCIA,CENTRE PRIVAT PROFESIONAL SOROLLA,Concertado,MEDIO,SANIDAD,FARMACIA Y PARAFARMACIA (LFP),Diurno,1
VALENCIA,VALÈNCIA,CENTRE PRIVAT PROFESIONAL SOROLLA,Concertado,MEDIO,SERVICIOS SOCIOCULTURALES Y A LA COMUNIDAD, ATENCIÓN A PERSONAS EN SITUACIÓN DE DEPENDENCIA (LFP),Diurno,1
VALENCIA,VALÈNCIA,CENTRE PRIVAT PROFESIONAL SOROLLA,Concertado,SUPERIOR,ADMINISTRACIÓN Y GESTIÓN,ADMINISTRACIÓN Y FINANZAS (LFP),Diurno,1
VALENCIA,VALÈNCIA,CENTRE PRIVAT SAN ROQUE,Concertado,MEDIO,ADMINISTRACIÓN Y GESTIÓN,GESTIÓN ADMINISTRATIVA (LFP),Diurno,1
VALENCIA,VALÈNCIA,CENTRE PRIVAT SAN ROQUE,Concertado,SUPERIOR,COMERCIO Y MARKETING,COMERCIO INTERNACIONAL (LFP),Diurno,1
VALENCIA,VALÈNCIA,CENTRE PRIVAT SANTIAGO APÓSTOL CABANYAL,Concertado,BÁSICO,ADMINISTRACIÓN Y GESTIÓN,SERVICIOS ADMINISTRATIVOS (LFP),Diurno,1
